"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"3043",85575,"Bronx","A",10,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-12-03
"3044",131849,"Brooklyn","A",2,"Ice Cream, Gelato, Yogurt, Ices","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-27
"3045",56083,"Manhattan","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-05-05
"3046",30683,"Manhattan","A",12,"Bakery","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-10-20
"3047",124994,"Brooklyn","A",12,"Café/Coffee/Tea","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-03-07
"3048",181757,"Queens","A",13,"Caribbean","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-04-10
"3049",110116,"Brooklyn","A",13,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-09-12
"3050",185149,"Queens","A",10,"Chinese","Hot food item not held at or above 140º F.",2017-07-10
"3051",26779,"Manhattan","A",12,"Chinese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-08-04
"3052",171615,"Queens","A",10,"Spanish","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-10-11
"3053",24733,"Manhattan","A",11,"American","Hot food item not held at or above 140º F.",2014-02-26
"3054",47854,"Manhattan","A",10,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-07-18
"3055",151510,"Brooklyn","A",10,"Café/Coffee/Tea","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-03-01
"3056",59582,"Manhattan","B",21,"Mexican","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-08-21
"3057",128861,"Brooklyn","A",13,"Pizza","Hot food item not held at or above 140º F.",2016-02-11
"3058",181205,"Queens","A",5,"Chinese","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-04-20
"3059",131055,"Brooklyn","A",3,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-17
"3060",108700,"Brooklyn","A",11,"Thai","Evidence of mice or live mice present in facility's food and/or non-food areas.",2014-12-03
"3061",142739,"Brooklyn","B",17,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Evidence of mice or live mice present in facility's food and/or non-food areas.",2014-08-22
"3062",129869,"Brooklyn","A",12,"Chinese","Proper sanitization not provided for utensil ware washing operation.",2016-12-19
"3063",22423,"Manhattan","A",2,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-07-28
"3064",31454,"Manhattan","B",19,"Greek","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-05-02
"3065",39633,"Manhattan","A",11,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-02-17
"3066",180908,"Queens","A",8,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-07
"3067",47120,"Manhattan","B",24,"American","Wiping cloths soiled or not stored in sanitizing solution.",2016-05-06
"3068",120399,"Brooklyn","A",11,"Hamburgers","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-08-30
"3069",123387,"Brooklyn","A",9,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-02-22
"3070",50772,"Manhattan","B",20,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-15
"3071",187374,"Queens","A",6,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-03-21
"3072",94846,"Bronx","A",12,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-06-27
"3073",30246,"Manhattan","A",5,"Bottled beverages, including water, sodas, juices, etc.","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-04-04
"3074",12028,"Manhattan","A",13,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-07-17
"3075",112404,"Brooklyn","B",14,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-29
"3076",95988,"Bronx","A",13,"Caribbean","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-10-15
"3077",87226,"Bronx","A",13,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-06-17
"3078",150347,"Brooklyn","A",11,"Spanish","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-01-07
"3079",133499,"Brooklyn","A",10,"Café/Coffee/Tea","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2016-08-16
"3080",3975,"Manhattan","A",6,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-12-09
"3081",73511,"Manhattan","A",10,"Thai","Food Protection Certificate not held by supervisor of food operations.",2017-01-25
"3082",134562,"Brooklyn","A",10,"Café/Coffee/Tea","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-02-17
"3083",61470,"Manhattan","A",12,"Donuts","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-12-15
"3084",107833,"Brooklyn","A",12,"Japanese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-08-19
"3085",187615,"Queens","A",11,"Thai","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-11
"3086",69652,"Manhattan","A",8,"Indian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-01-25
"3087",30418,"Manhattan","B",20,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-16
"3088",87216,"Bronx","B",23,"Italian","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",2017-06-16
"3089",85997,"Bronx","A",7,"Donuts","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-03-27
"3090",62078,"Manhattan","A",5,"Pizza","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-04-13
"3091",50429,"Manhattan","B",15,"Café/Coffee/Tea","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-03-02
"3092",179549,"Queens","B",22,"Caribbean","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",2013-10-08
"3093",171955,"Queens","A",10,"Chinese","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2016-09-08
"3094",132274,"Brooklyn","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-04-08
"3095",176780,"Queens","B",15,"Sandwiches/Salads/Mixed Buffet","Food Protection Certificate not held by supervisor of food operations.",2014-07-25
"3096",173364,"Queens","A",10,"American","''''Wash hands sign not posted at hand wash facility.",2014-08-19
"3097",75691,"Staten Island","A",7,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-09-04
"3098",846,"Manhattan","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-01-06
"3099",100137,"Queens","A",12,"Caribbean","Food Protection Certificate not held by supervisor of food operations.",2015-08-20
"3100",91171,"Bronx","A",5,"Donuts","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-04-07
"3101",46838,"Manhattan","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-08-16
"3102",158665,"Queens","A",4,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-09
"3103",145082,"Brooklyn","A",12,"Pizza","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-07-27
"3104",134848,"Brooklyn","A",12,"Chicken","Food Protection Certificate not held by supervisor of food operations.",2016-08-04
"3105",172676,"Queens","A",12,"Irish","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-11-01
"3106",142692,"Brooklyn","A",10,"Chicken","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-08-24
"3107",97632,"Bronx","A",11,"Chinese","Hot food item not held at or above 140º F.",2016-10-18
"3108",106103,"Brooklyn","A",11,"Juice, Smoothies, Fruit Salads","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-10-07
"3109",2359,"Manhattan","A",12,"Tapas","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-12-05
"3110",131241,"Brooklyn","C",39,"Mexican","Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",2016-09-01
"3111",107788,"Brooklyn","A",4,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-14
"3112",100058,"Queens","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Proper sanitization not provided for utensil ware washing operation.",2015-11-05
"3113",100002,"Queens","A",12,"American","Food contact surface not properly maintained.",2014-10-08
"3114",66457,"Manhattan","A",10,"Hotdogs/Pretzels","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-03-30
"3115",122931,"Brooklyn","A",9,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-01
"3116",26626,"Manhattan","B",18,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-08-12
"3117",36088,"Manhattan","A",12,"Pizza","Hot food item not held at or above 140º F.",2017-02-23
"3118",181267,"Queens","A",4,"Spanish","Single service item reused, improperly stored, dispensed; not used when required.",2016-11-21
"3119",174778,"Queens","B",14,"Pizza/Italian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-09-27
"3120",140081,"Brooklyn","A",13,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-05
"3121",34864,"Manhattan","A",12,"Delicatessen","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-02-21
"3122",76180,"Staten Island","B",20,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-03-22
"3123",103968,"Queens","B",20,"American","Accurate thermometer not provided in refrigerated or hot holding equipment.",2015-02-24
"3124",130345,"Brooklyn","A",10,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-12-17
"3125",135879,"Brooklyn","A",7,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-07-26
"3126",78355,"Staten Island","B",17,"Spanish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-07-12
"3127",6834,"Manhattan","A",7,"Bakery","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-09-30
"3128",89122,"Bronx","A",10,"Pizza/Italian","Hot food item not held at or above 140º F.",2016-11-21
"3129",112371,"Brooklyn","A",4,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-03
"3130",181182,"Queens","A",4,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-04-06
"3131",179687,"Queens","A",12,"Caribbean","Food contact surface not properly maintained.",2016-04-25
"3132",164790,"Queens","A",9,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-04-05
"3133",30224,"Manhattan","A",9,"English","Single service item reused, improperly stored, dispensed; not used when required.",2017-08-23
"3134",122046,"Brooklyn","A",13,"Chinese","Hot food item not held at or above 140º F.",2017-09-13
"3135",139425,"Brooklyn","A",12,"American","Wiping cloths soiled or not stored in sanitizing solution.",2015-02-26
"3136",121942,"Brooklyn","A",8,"Pizza","Thawing procedures improper.",2017-08-08
"3137",69200,"Manhattan","A",9,"Café/Coffee/Tea","Wiping cloths soiled or not stored in sanitizing solution.",2017-07-14
"3138",38551,"Manhattan","A",9,"Irish","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-08-13
"3139",176739,"Queens","A",8,"Caribbean","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-12-02
"3140",177788,"Queens","A",11,"Hamburgers","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-05-11
"3141",108641,"Brooklyn","A",11,"Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-01-19
"3142",76688,"Staten Island","A",2,"Bakery","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-07-19
"3143",49012,"Manhattan","A",12,"Italian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-05-13
"3144",129858,"Brooklyn","A",10,"Jewish/Kosher","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-06-23
"3145",58216,"Manhattan","A",10,"Mexican","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-12-03
"3146",36470,"Manhattan","A",10,"Indian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-08-24
"3147",67606,"Manhattan","A",10,"Mexican","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-03-30
"3148",177158,"Queens","A",13,"Delicatessen","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-03-22
"3149",96819,"Bronx","B",18,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-01-26
"3150",151885,"Queens","B",27,"Chinese","Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.",2016-08-24
"3151",71455,"Manhattan","A",7,"Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-27
"3152",6972,"Manhattan","A",8,"Italian","Hot food item not held at or above 140º F.",2015-02-19
"3153",8839,"Manhattan","A",8,"Juice, Smoothies, Fruit Salads","Food contact surface not properly maintained.",2017-08-31
"3154",13040,"Manhattan","A",7,"Irish","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-10-20
"3155",115334,"Brooklyn","A",11,"Japanese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-06-21
"3156",165584,"Queens","B",18,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2014-03-27
"3157",182389,"Queens","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-24
"3158",97090,"Bronx","C",35,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Evidence of mice or live mice present in facility's food and/or non-food areas.",2014-06-27
"3159",70572,"Manhattan","A",13,"Bagels/Pretzels","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-11-23
"3160",111973,"Brooklyn","A",12,"Café/Coffee/Tea","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-02-27
"3161",54898,"Manhattan","B",23,"Caribbean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-08-31
"3162",2279,"Manhattan","A",13,"Sandwiches/Salads/Mixed Buffet","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2017-09-29
"3163",179720,"Queens","A",13,"Caribbean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-22
"3164",183485,"Queens","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-11-16
"3165",127273,"Brooklyn","A",12,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-06-12
"3166",159851,"Queens","A",9,"Café/Coffee/Tea","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-06-02
"3167",92474,"Bronx","C",48,"American","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-10-13
"3168",90368,"Bronx","A",10,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-11-16
"3169",170806,"Queens","A",5,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-02-25
"3170",45538,"Manhattan","A",7,"Sandwiches","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-01-15
"3171",181605,"Queens","A",9,"Spanish","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-01-09
"3172",41136,"Manhattan","A",12,"Irish","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-06-23
"3173",52998,"Manhattan","A",7,"Italian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-04-23
"3174",50831,"Manhattan","A",12,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2014-10-09
"3175",144055,"Brooklyn","B",14,"Soul Food","Hot food item not held at or above 140º F.",2015-08-24
"3176",169704,"Queens","A",8,"Juice, Smoothies, Fruit Salads","''''Wash hands sign not posted at hand wash facility.",2016-10-24
"3177",182396,"Queens","A",7,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-02-13
"3178",151748,"Brooklyn","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-28
"3179",26220,"Manhattan","A",2,"Bakery","Accurate thermometer not provided in refrigerated or hot holding equipment.",2016-03-04
"3180",86447,"Bronx","A",10,"Bakery","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-03-19
"3181",62780,"Manhattan","C",35,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",2016-09-01
"3182",132098,"Brooklyn","A",13,"Chinese","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2017-09-13
"3183",104573,"Queens","A",12,"Hotdogs","Accurate thermometer not provided in refrigerated or hot holding equipment.",2015-06-27
"3184",178018,"Queens","A",13,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2015-11-24
"3185",27593,"Manhattan","A",5,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-05-25
"3186",129697,"Brooklyn","B",24,"Pizza/Italian","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-03-10
"3187",5289,"Manhattan","A",11,"Sandwiches","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-10-06
"3188",157602,"Queens","B",17,"Korean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-04-05
"3189",124846,"Brooklyn","A",7,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-08-19
"3190",53540,"Manhattan","A",5,"American","Precooked potentially hazardous food from commercial food processing establishment that is supposed to be heated, but is not heated to 140º F within 2 hours.",2014-05-02
"3191",37505,"Manhattan","A",10,"Mediterranean","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-07-17
"3192",185444,"Queens","A",12,"Pizza","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-09-12
"3193",166575,"Queens","A",13,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-05-03
"3194",95333,"Bronx","A",10,"Pizza","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-10-12
"3195",141516,"Brooklyn","B",18,"Pizza","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-02-16
"3196",168764,"Queens","C",4,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-05-06
"3197",93303,"Bronx","A",9,"Caribbean","Hot food item not held at or above 140º F.",2015-06-09
"3198",109473,"Brooklyn","A",13,"Caribbean","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-08-04
"3199",177268,"Queens","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-09-27
"3200",169159,"Queens","A",13,"Café/Coffee/Tea","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-05-12
"3201",125776,"Brooklyn","A",12,"Juice, Smoothies, Fruit Salads","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2015-06-03
"3202",109658,"Brooklyn","B",21,"Caribbean","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-09-01
"3203",123097,"Brooklyn","A",13,"Mediterranean","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-01-04
"3204",137744,"Brooklyn","A",12,"Sandwiches/Salads/Mixed Buffet","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-02-15
"3205",21246,"Manhattan","A",12,"Sandwiches","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-09-04
"3206",26886,"Manhattan","B",18,"American","Proper sanitization not provided for utensil ware washing operation.",2016-05-25
"3207",100498,"Queens","A",6,"American","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2016-01-31
