"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"2037",72745,72745,"Manhattan","A",12,"CafÃ©/Coffee/Tea","''''Wash hands sign not posted at hand wash facility.",2017-04-14
"2038",105508,105508,"Queens","A",6,"Hamburgers","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-10-31
"2039",187302,187306,"Queens","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-03-24
"2040",75633,75633,"Staten Island","A",11,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2015-03-25
"2041",53892,53892,"Manhattan","A",12,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-05-02
"2042",112121,112121,"Brooklyn","A",12,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-08-31
"2043",114546,114546,"Brooklyn","A",7,"Caribbean","Hot food item not held at or above 140Âº F.",2017-08-02
"2044",32471,32471,"Manhattan","A",12,"Delicatessen","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-11-30
"2045",1832,1832,"Manhattan","A",9,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-05-25
"2046",129003,129003,"Brooklyn","A",12,"Chinese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-06-07
"2047",166017,166021,"Queens","A",7,"Peruvian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-02-01
"2048",14333,14333,"Manhattan","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-06-17
"2049",29223,29223,"Manhattan","A",8,"Asian","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-04-29
"2050",41624,41624,"Manhattan","A",7,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-12-01
"2051",41438,41438,"Manhattan","A",13,"Japanese","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2016-04-12
"2052",156083,156087,"Queens","A",2,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-04-20
"2053",9925,9925,"Manhattan","A",13,"Bakery","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-08-14
"2054",101768,101768,"Queens","A",11,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-09-20
"2055",112873,112873,"Brooklyn","B",25,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-09
"2056",169640,169644,"Queens","A",10,"Pizza","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-02-16
"2057",57047,57047,"Manhattan","B",24,"Indian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-07-06
"2058",178654,178658,"Queens","A",13,"Donuts","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-08-13
"2059",28614,28614,"Manhattan","B",20,"American","Food Protection Certificate not held by supervisor of food operations.",2017-08-30
"2060",57474,57474,"Manhattan","A",12,"Bottled beverages, including water, sodas, juices, etc.","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-06-22
"2061",125400,125400,"Brooklyn","A",12,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-09-16
"2062",66445,66445,"Manhattan","B",24,"Mexican","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2017-05-30
"2063",158920,158924,"Queens","A",13,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2015-02-26
"2064",127237,127237,"Brooklyn","A",12,"Tex-Mex","Food contact surface not properly maintained.",2015-09-28
"2065",81581,81581,"Bronx","A",5,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-08-15
"2066",167672,167676,"Queens","A",9,"Sandwiches","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-03-03
"2067",138828,138828,"Brooklyn","B",18,"Pizza","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2014-06-21
"2068",26042,26042,"Manhattan","B",20,"Italian","Evidence of rats or live rats present in facility's food and/or non-food areas.",2016-09-19
"2069",143608,143608,"Brooklyn","B",18,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-06-01
"2070",160861,160865,"Queens","A",12,"Jewish/Kosher","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-09-28
"2071",49685,49685,"Manhattan","A",13,"Mediterranean","Wiping cloths soiled or not stored in sanitizing solution.",2016-04-16
"2072",184947,184951,"Queens","A",5,"CafÃ©/Coffee/Tea","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-03-12
"2073",87745,87745,"Bronx","A",9,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-03-02
"2074",74759,74759,"Manhattan","A",12,"Mexican","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-10-31
"2075",154518,154522,"Queens","A",7,"Japanese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-12-08
"2076",114124,114124,"Brooklyn","C",73,"Spanish","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-07-31
"2077",135637,135637,"Brooklyn","A",10,"Pizza","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-04-01
"2078",32024,32024,"Manhattan","A",11,"Hotdogs","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-06-05
"2079",87329,87329,"Bronx","A",7,"Pizza/Italian","Evidence of rats or live rats present in facility's food and/or non-food areas.",2014-10-15
"2080",181264,181268,"Queens","A",10,"Mexican","Hot food item not held at or above 140Âº F.",2015-01-16
"2081",4583,4583,"Manhattan","A",7,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-01-15
"2082",182318,182322,"Queens","A",6,"Chinese","Single service item reused, improperly stored, dispensed; not used when required.",2016-06-28
"2083",139596,139596,"Brooklyn","A",11,"Chinese","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-04-04
"2084",183366,183370,"Queens","A",12,"Mexican","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-07-28
"2085",146741,146741,"Brooklyn","A",9,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-06
"2086",62375,62375,"Manhattan","B",22,"Pizza","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-06-09
"2087",101424,101424,"Queens","A",12,"Moroccan","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-04-23
"2088",37178,37178,"Manhattan","B",17,"CafÃ©/Coffee/Tea","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-01-08
"2089",175443,175447,"Queens","A",11,"Pizza","Evidence of rats or live rats present in facility's food and/or non-food areas.",2016-03-07
"2090",156198,156202,"Queens","B",23,"Chinese","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-06-23
"2091",3315,3315,"Manhattan","A",9,"Sandwiches","Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",2013-12-20
"2092",52617,52617,"Manhattan","A",10,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-07-27
"2093",53576,53576,"Manhattan","A",9,"Japanese","Hot food item not held at or above 140Âº F.",2015-12-07
"2094",111755,111755,"Brooklyn","A",10,"Japanese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-01-22
"2095",50872,50872,"Manhattan","A",12,"Pizza/Italian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-11-28
"2096",145395,145395,"Brooklyn","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-08-03
"2097",22149,22149,"Manhattan","A",13,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-11-02
"2098",76379,76379,"Staten Island","A",12,"Pizza/Italian","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-06-30
"2099",66184,66184,"Manhattan","A",12,"Japanese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-11-28
"2100",82105,82105,"Bronx","A",9,"Pizza","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-01-20
"2101",155921,155925,"Queens","A",6,"Chinese","Food contact surface not properly maintained.",2017-03-10
"2102",61185,61185,"Manhattan","A",10,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-09-23
"2103",132836,132836,"Brooklyn","A",10,"Japanese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-02-18
"2104",78672,78672,"Staten Island","A",13,"American","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-06-11
"2105",98069,98069,"Bronx","B",24,"Chicken","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-10-07
"2106",41207,41207,"Manhattan","B",18,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-02-02
"2107",73640,73640,"Manhattan","A",9,"French","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-01-13
"2108",88444,88444,"Bronx","A",12,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-06-14
"2109",89545,89545,"Bronx","A",5,"Italian","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-11-10
"2110",48088,48088,"Manhattan","A",3,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-05-19
"2111",176875,176879,"Queens","B",26,"Caribbean","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2017-01-27
"2112",81935,81935,"Bronx","A",12,"African","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-11-10
"2113",146557,146557,"Brooklyn","A",11,"American","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-03-07
"2114",169956,169960,"Queens","A",10,"Jewish/Kosher","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-03-01
"2115",148618,148618,"Brooklyn","A",11,"Pizza/Italian","Hot food item not held at or above 140Âº F.",2014-12-19
"2116",138126,138126,"Brooklyn","B",27,"Caribbean","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2014-12-24
"2117",144726,144726,"Brooklyn","A",0,"Chinese",NA,2016-03-30
"2118",155258,155262,"Queens","A",10,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-19
"2119",96267,96267,"Bronx","A",7,"Irish","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-11-04
"2120",149842,149842,"Brooklyn","A",7,"Ice Cream, Gelato, Yogurt, Ices","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-01-04
"2121",27374,27374,"Manhattan","A",12,"Pizza","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2015-03-23
"2122",73886,73886,"Manhattan","A",8,"American","Wiping cloths soiled or not stored in sanitizing solution.",2016-01-06
"2123",143436,143436,"Brooklyn","C",30,"Pizza/Italian","Hot food item not held at or above 140Âº F.",2014-02-12
"2124",2159,2159,"Manhattan","A",11,"Hamburgers","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-01-21
"2125",183541,183545,"Queens","A",10,"Donuts","Food Protection Certificate not held by supervisor of food operations.",2017-02-22
"2126",172872,172876,"Queens","A",7,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-12-20
"2127",169933,169937,"Queens","A",11,"Jewish/Kosher","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-03-02
"2128",66273,66273,"Manhattan","A",13,"Greek","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-08-31
"2129",170426,170430,"Queens","A",13,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-04-19
"2130",51636,51636,"Manhattan","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-16
"2131",9948,9948,"Manhattan","A",12,"CafÃ©/Coffee/Tea","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-09-08
"2132",152124,152128,"Queens","A",12,"Korean","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-03-03
"2133",12112,12112,"Manhattan","A",9,"Mexican","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-02-01
"2134",4703,4703,"Manhattan","C",39,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-01-23
"2135",42383,42383,"Manhattan","A",7,"American","Hot food item not held at or above 140Âº F.",2014-12-30
"2136",111841,111841,"Brooklyn","B",26,"Italian","Live roaches present in facility's food and/or non-food areas.",2016-12-13
"2137",110289,110289,"Brooklyn","A",12,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-02-18
"2138",168943,168947,"Queens","A",12,"Japanese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-05-25
"2139",126370,126370,"Brooklyn","A",7,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2015-05-27
"2140",77596,77596,"Staten Island","C",34,"Peruvian","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",2017-08-10
"2141",26626,26626,"Manhattan","B",18,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-08-12
"2142",185211,185215,"Queens","A",11,"Hamburgers","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-01
"2143",165645,165649,"Queens","A",13,"Irish","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-02-09
"2144",9296,9296,"Manhattan","B",24,"American","Food Protection Certificate not held by supervisor of food operations.",2016-09-06
"2145",20470,20470,"Manhattan","A",12,"CafÃ©/Coffee/Tea","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-03-02
"2146",35541,35541,"Manhattan","A",9,"Other","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-07-12
"2147",116788,116788,"Brooklyn","A",12,"Sandwiches","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-04-11
"2148",109608,109608,"Brooklyn","A",11,"Caribbean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2016-08-17
"2149",174942,174946,"Queens","A",3,"Bagels/Pretzels","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-25
"2150",162544,162548,"Queens","A",10,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-04-11
"2151",53891,53891,"Manhattan","A",10,"Korean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-03-04
"2152",142659,142659,"Brooklyn","A",12,"French","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-02-24
"2153",104210,104210,"Queens","A",11,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-11-19
"2154",44644,44644,"Manhattan","A",12,"Asian","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2015-06-02
"2155",127082,127082,"Brooklyn","A",10,"Mexican","Food Protection Certificate not held by supervisor of food operations.",2015-08-05
"2156",51608,51608,"Manhattan","A",2,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-12-30
"2157",154821,154825,"Queens","C",47,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-10-16
"2158",141165,141165,"Brooklyn","A",5,"Middle Eastern","Proper sanitization not provided for utensil ware washing operation.",2015-08-05
"2159",54200,54200,"Manhattan","A",5,"CafÃ©/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-05-29
"2160",126275,126275,"Brooklyn","A",6,"Bakery","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2014-08-25
"2161",116250,116250,"Brooklyn","A",12,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-09-25
"2162",79764,79764,"Staten Island","A",7,"Italian","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-08-31
"2163",54958,54958,"Manhattan","A",9,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-04-26
"2164",183976,183980,"Queens","A",9,"Chinese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2014-10-14
"2165",99300,99300,"Queens","A",13,"Italian","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.",2017-10-13
"2166",95950,95950,"Bronx","C",33,"Pizza","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-05-30
"2167",97370,97370,"Bronx","A",12,"American","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2017-05-18
"2168",156846,156850,"Queens","A",11,"Chinese","Thawing procedures improper.",2017-03-20
"2169",68402,68402,"Manhattan","A",9,"Irish","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-03-17
"2170",36419,36419,"Manhattan","A",11,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-08-16
"2171",63154,63154,"Manhattan","A",13,"Caribbean","Thawing procedures improper.",2015-05-14
"2172",151211,151212,"Brooklyn","A",13,"Juice, Smoothies, Fruit Salads","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-08-09
"2173",151944,151948,"Queens","A",7,"Korean","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-01-07
"2174",52726,52726,"Manhattan","A",12,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-02-25
"2175",84538,84538,"Bronx","A",4,"Juice, Smoothies, Fruit Salads","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-05-26
"2176",127335,127335,"Brooklyn","A",9,"Mexican","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-05-27
"2177",24593,24593,"Manhattan","A",7,"Japanese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-04-16
"2178",52901,52901,"Manhattan","A",10,"Bakery","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-07-24
"2179",543,543,"Manhattan","A",10,"Vegetarian","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-09-21
"2180",86110,86110,"Bronx","A",11,"Chicken","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-25
"2181",112033,112033,"Brooklyn","B",17,"Chinese","Evidence of mice or live mice present in facility's food and/or non-food areas.",2017-02-02
"2182",41512,41512,"Manhattan","A",13,"Donuts","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",2017-02-15
"2183",117774,117774,"Brooklyn","A",9,"American","''''Wash hands sign not posted at hand wash facility.",2015-05-14
"2184",188107,188111,"Queens","A",12,"American","Wiping cloths soiled or not stored in sanitizing solution.",2015-09-11
"2185",91693,91693,"Bronx","B",15,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2017-03-30
"2186",12661,12661,"Manhattan","A",12,"German","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2017-06-30
"2187",54124,54124,"Manhattan","B",25,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2014-08-20
"2188",40236,40236,"Manhattan","A",7,"American","Food contact surface not properly maintained.",2016-08-22
"2189",73826,73826,"Manhattan","B",25,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2017-05-15
"2190",7048,7048,"Manhattan","A",10,"Pizza","Food Protection Certificate not held by supervisor of food operations.",2016-09-19
"2191",154323,154327,"Queens","B",26,"Chinese","Evidence of rats or live rats present in facility's food and/or non-food areas.",2015-12-30
"2192",141712,141712,"Brooklyn","A",5,"Japanese","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2015-04-08
"2193",118240,118240,"Brooklyn","A",12,"French","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-06-02
"2194",123368,123368,"Brooklyn","A",10,"Tapas","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-08-18
"2195",28819,28819,"Manhattan","A",12,"American","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",2016-04-08
"2196",100617,100617,"Queens","A",5,"Thai","Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",2016-12-05
"2197",57647,57647,"Manhattan","A",10,"Mexican","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",2016-12-23
"2198",154763,154767,"Queens","A",13,"Chinese","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-08-18
"2199",64633,64633,"Manhattan","A",9,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-01-13
"2200",184334,184338,"Queens","B",24,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-09-01
"2201",56423,56423,"Manhattan","A",10,"Japanese","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-09-08
